ensemble,n,k,param_label,param_value,distance_label,d_mean,d_n,d_stdv
scm,1000,12,gamma,2.56,NonBacktrackingSpectral,0.7415595185851851,1172,1.5293964564363098
scm,1000,12,gamma,2.56,PolynomialDissimilarity,0.0001464125986423344,1172,4.659471433107199e-05
scm,1000,12,gamma,2.56,PortraitDivergence,0.34211175938900357,1172,0.1308726619634528
scm,1000,12,gamma,2.56,QuantumJSD,0.33504442540034524,1172,0.06865895522211636
scm,1000,12,gamma,2.61,CommunicabilityJSD,0.005815973009572891,1172,0.01869310777647962
scm,1000,12,gamma,2.61,DMeasure,0.06241369268320004,1172,0.05689161157319587
scm,1000,12,gamma,2.61,DegreeDivergence,0.06905427599206226,1172,0.13274682312219685
scm,1000,12,gamma,2.61,DeltaCon,10.257236256961948,1172,3.8922497032266317
scm,1000,12,gamma,2.61,DistributionalNBD,3.659205598166884,1172,4.460081923784249
scm,1000,12,gamma,2.61,Frobenius,146.38101230589632,1172,41.00792980350381
scm,1000,12,gamma,2.61,GraphDiffusion,9.479670381968637,1172,26.300121727047102
scm,1000,12,gamma,2.61,Hamming,0.02313074204341327,1172,0.02720104946177097
scm,1000,12,gamma,2.61,HammingIpsenMikhailov,0.04025452034338896,1172,0.06422249031035204
scm,1000,12,gamma,2.61,IpsenMikhailov,0.08494218333579737,1172,0.1159549940739985
scm,1000,12,gamma,2.61,Jaccard,0.994815798623572,1172,0.0011395483904055956
scm,1000,12,gamma,2.61,LaplacianSpectralEUL,0.09612679862171594,1172,0.18636616800474332
scm,1000,12,gamma,2.61,LaplacianSpectralGJS,0.07225431497885063,1172,0.07461440673957447
scm,1000,12,gamma,2.61,NetLSD,38.63214150507857,1172,32.597916296279635
scm,1000,12,gamma,2.61,NetSimile,7.805023919616329,1172,4.350574613391604
scm,1000,12,gamma,2.61,NonBacktrackingSpectral,0.7368030713943869,1172,1.595869975284949
scm,1000,12,gamma,2.61,PolynomialDissimilarity,0.0001472947802847144,1172,4.792781563750679e-05
scm,1000,12,gamma,2.61,PortraitDivergence,0.33397889428434874,1172,0.1342956059510611
scm,1000,12,gamma,2.61,QuantumJSD,0.33671252197874124,1172,0.07099559401680418
scm,1000,12,gamma,2.66,CommunicabilityJSD,0.004060440185041832,1172,0.013074914280667217
scm,1000,12,gamma,2.66,DMeasure,0.059624568705185885,1172,0.046327369773503754
scm,1000,12,gamma,2.66,DegreeDivergence,0.05794816061602918,1172,0.09668345568132147
scm,1000,12,gamma,2.66,DeltaCon,10.286253964883523,1172,2.7220821485509448
scm,1000,12,gamma,2.66,DistributionalNBD,3.473086632173977,1172,3.743598180282531
scm,1000,12,gamma,2.66,Frobenius,144.90921088781428,1172,25.700343934716475
scm,1000,12,gamma,2.66,GraphDiffusion,8.564076801821303,1172,17.69110685065643
scm,1000,12,gamma,2.66,Hamming,0.021680301877219692,1172,0.01689344726404513
scm,1000,12,gamma,2.66,HammingIpsenMikhailov,0.03574943022048276,1172,0.05101177752649687
scm,1000,12,gamma,2.66,IpsenMikhailov,0.07672581043706571,1172,0.09932051149545111
scm,1000,12,gamma,2.66,Jaccard,0.9948102266850648,1172,0.00096770211786052
scm,1000,12,gamma,2.66,LaplacianSpectralEUL,0.07933772747896045,1172,0.12630267668600867
scm,1000,12,gamma,2.66,LaplacianSpectralGJS,0.06543114149632401,1172,0.056765672416674566
scm,1000,12,gamma,2.66,NetLSD,32.94712512514499,1172,26.37044165197219
scm,1000,12,gamma,2.66,NetSimile,7.685879203264515,1172,3.9359160054593403
scm,1000,12,gamma,2.66,NonBacktrackingSpectral,0.6200080566483444,1172,0.9973457837089728
scm,1000,12,gamma,2.66,PolynomialDissimilarity,0.00014534875960474884,1172,2.9926500365406932e-05
scm,1000,12,gamma,2.66,PortraitDivergence,0.32325158632205286,1172,0.1207744314846584
scm,1000,12,gamma,2.66,QuantumJSD,0.3336805382530403,1172,0.044748632067268625
scm,1000,12,gamma,2.66,ResistancePerturbation,190.7623540416666,1,
scm,1000,12,gamma,2.71,CommunicabilityJSD,0.0033383768021808735,1172,0.011053607189332338
scm,1000,12,gamma,2.71,DMeasure,0.0563144049752071,1172,0.04160452212066164
scm,1000,12,gamma,2.71,DegreeDivergence,0.05002161993330735,1172,0.08007331452835506
scm,1000,12,gamma,2.71,DeltaCon,10.384339080965084,1172,2.5069458779741742
scm,1000,12,gamma,2.71,DistributionalNBD,3.205293726028045,1172,3.3803348691453134
scm,1000,12,gamma,2.71,Frobenius,145.45559842485338,1172,22.761971244346135
scm,1000,12,gamma,2.71,GraphDiffusion,8.939722591134634,1172,43.74209878159701
scm,1000,12,gamma,2.71,Hamming,0.02169669155456829,1172,0.014983000681577176
scm,1000,12,gamma,2.71,HammingIpsenMikhailov,0.031351344667954716,1172,0.044341454359286506
scm,1000,12,gamma,2.71,IpsenMikhailov,0.0664336053631261,1172,0.08656183841486584
scm,1000,12,gamma,2.71,Jaccard,0.9947366526438851,1172,0.0010306297064728656
scm,1000,12,gamma,2.71,LaplacianSpectralEUL,0.06783431257066026,1172,0.112552798309908
scm,1000,12,gamma,2.71,LaplacianSpectralGJS,0.05755868968775638,1172,0.05085363580236332
scm,1000,12,gamma,2.71,NetLSD,26.70900224673057,1172,21.875968757923534
scm,1000,12,gamma,2.71,NetSimile,7.561508165651243,1172,3.652287647938433
scm,1000,12,gamma,2.71,NonBacktrackingSpectral,0.5866157637529759,1172,0.9060406850596561
scm,1000,12,gamma,2.71,PolynomialDissimilarity,0.00014582492689246926,1172,2.6500205184524706e-05
scm,1000,12,gamma,2.71,PortraitDivergence,0.3151368198816063,1172,0.11543446970497873
scm,1000,12,gamma,2.71,QuantumJSD,0.3332639467070164,1172,0.039990721862932524
scm,1000,12,gamma,2.71,ResistancePerturbation,320.8391172783944,16,42.30864170757345
scm,1000,12,gamma,2.76,CommunicabilityJSD,0.0022081711903610027,1172,0.005203540653270942
scm,1000,12,gamma,2.76,DMeasure,0.04993663897128716,1172,0.03316863724072211
scm,1000,12,gamma,2.76,DegreeDivergence,0.04222682352347809,1172,0.04792005492706719
scm,1000,12,gamma,2.76,DeltaCon,10.614249042479626,1172,1.4848639596970579
scm,1000,12,gamma,2.76,DistributionalNBD,2.785287433531975,1172,2.6800451798433285
scm,1000,12,gamma,2.76,Frobenius,144.60328303929202,1172,4.074934774158942
scm,1000,12,gamma,2.76,GraphDiffusion,6.7745652555877385,1172,12.14557105288897
scm,1000,12,gamma,2.76,Hamming,0.020947647990456265,1172,0.001254694648608614
scm,1000,12,gamma,2.76,HammingIpsenMikhailov,0.027153565187348298,1172,0.03141837584507121
scm,1000,12,gamma,2.76,IpsenMikhailov,0.058062346418065694,1172,0.06701954223379829
scm,1000,12,gamma,2.76,Jaccard,0.9947212457058008,1172,0.0008983619577620854
